"knr","kname","month","age","unemp"
"435","1004","Flekkefjord (-2019)","1999M03","15-29 years",2.2
"436","1004","Flekkefjord (-2019)","1999M04","15-29 years",2.5
"437","1004","Flekkefjord (-2019)","1999M05","15-29 years",1.5
"438","1004","Flekkefjord (-2019)","1999M06","15-29 years",2.9
"439","1004","Flekkefjord (-2019)","1999M07","15-29 years",3
"440","1004","Flekkefjord (-2019)","1999M08","15-29 years",3.7
"441","1004","Flekkefjord (-2019)","1999M09","15-29 years",2.7
"442","1004","Flekkefjord (-2019)","1999M10","15-29 years",3.8
"443","1004","Flekkefjord (-2019)","1999M11","15-29 years",2.8
"444","1004","Flekkefjord (-2019)","1999M12","15-29 years",2.7
"445","1004","Flekkefjord (-2019)","2000M01","15-29 years",3.3
"446","1004","Flekkefjord (-2019)","2000M02","15-29 years",2.6
"447","1004","Flekkefjord (-2019)","2000M03","15-29 years",3.2
"448","1004","Flekkefjord (-2019)","2000M04","15-29 years",2.8
"449","1004","Flekkefjord (-2019)","2000M05","15-29 years",3.5
"450","1004","Flekkefjord (-2019)","2000M06","15-29 years",3.8
"451","1004","Flekkefjord (-2019)","2000M07","15-29 years",5
"452","1004","Flekkefjord (-2019)","2000M08","15-29 years",5.1
"453","1004","Flekkefjord (-2019)","2000M09","15-29 years",3.3
"454","1004","Flekkefjord (-2019)","2000M10","15-29 years",3.4
"455","1004","Flekkefjord (-2019)","2000M11","15-29 years",3.6
"456","1004","Flekkefjord (-2019)","2000M12","15-29 years",3.4
"457","1004","Flekkefjord (-2019)","2001M01","15-29 years",3.7
"458","1004","Flekkefjord (-2019)","2001M02","15-29 years",3
"459","1004","Flekkefjord (-2019)","2001M03","15-29 years",2.8
"460","1004","Flekkefjord (-2019)","2001M04","15-29 years",3.7
"461","1004","Flekkefjord (-2019)","2001M05","15-29 years",2.8
"462","1004","Flekkefjord (-2019)","2001M06","15-29 years",3
"463","1004","Flekkefjord (-2019)","2001M07","15-29 years",3.9
"464","1004","Flekkefjord (-2019)","2001M08","15-29 years",4.1
"465","1004","Flekkefjord (-2019)","2001M09","15-29 years",2.9
"466","1004","Flekkefjord (-2019)","2001M10","15-29 years",3
"467","1004","Flekkefjord (-2019)","2001M11","15-29 years",3
"468","1004","Flekkefjord (-2019)","2001M12","15-29 years",3.1
"469","1004","Flekkefjord (-2019)","2002M01","15-29 years",4.4
"470","1004","Flekkefjord (-2019)","2002M02","15-29 years",4.1
"471","1004","Flekkefjord (-2019)","2002M03","15-29 years",3.1
"472","1004","Flekkefjord (-2019)","2002M04","15-29 years",3.3
"473","1004","Flekkefjord (-2019)","2002M05","15-29 years",3
"474","1004","Flekkefjord (-2019)","2002M06","15-29 years",3.3
"475","1004","Flekkefjord (-2019)","2002M07","15-29 years",4.7
"476","1004","Flekkefjord (-2019)","2002M08","15-29 years",4.5
"477","1004","Flekkefjord (-2019)","2002M09","15-29 years",4.6
"478","1004","Flekkefjord (-2019)","2002M10","15-29 years",3.8
"479","1004","Flekkefjord (-2019)","2002M11","15-29 years",4.1
"480","1004","Flekkefjord (-2019)","2002M12","15-29 years",4.2
"481","1014","Vennesla (-2019)","1999M01","15-74 years",2.9
"482","1014","Vennesla (-2019)","1999M02","15-74 years",3
"483","1014","Vennesla (-2019)","1999M03","15-74 years",2.4
"484","1014","Vennesla (-2019)","1999M04","15-74 years",2.5
"485","1014","Vennesla (-2019)","1999M05","15-74 years",1.9
"486","1014","Vennesla (-2019)","1999M06","15-74 years",2.6
"487","1014","Vennesla (-2019)","1999M07","15-74 years",2.6
"488","1014","Vennesla (-2019)","1999M08","15-74 years",2.9
"489","1014","Vennesla (-2019)","1999M09","15-74 years",2.5
"490","1014","Vennesla (-2019)","1999M10","15-74 years",2.8
"491","1014","Vennesla (-2019)","1999M11","15-74 years",2.4
"492","1014","Vennesla (-2019)","1999M12","15-74 years",2.4
"493","1014","Vennesla (-2019)","2000M01","15-74 years",3.1
"494","1014","Vennesla (-2019)","2000M02","15-74 years",2.9
"495","1014","Vennesla (-2019)","2000M03","15-74 years",2.7
"496","1014","Vennesla (-2019)","2000M04","15-74 years",2.2
"497","1014","Vennesla (-2019)","2000M05","15-74 years",2.1
"498","1014","Vennesla (-2019)","2000M06","15-74 years",2.7
"499","1014","Vennesla (-2019)","2000M07","15-74 years",3.2
"500","1014","Vennesla (-2019)","2000M08","15-74 years",2.8
"501","1014","Vennesla (-2019)","2000M09","15-74 years",2.8
"502","1014","Vennesla (-2019)","2000M10","15-74 years",2.5
"503","1014","Vennesla (-2019)","2000M11","15-74 years",2.5
"504","1014","Vennesla (-2019)","2000M12","15-74 years",2.6
"505","1014","Vennesla (-2019)","2001M01","15-74 years",3.1
"506","1014","Vennesla (-2019)","2001M02","15-74 years",3.4
"507","1014","Vennesla (-2019)","2001M03","15-74 years",3.1
"508","1014","Vennesla (-2019)","2001M04","15-74 years",2.9
"509","1014","Vennesla (-2019)","2001M05","15-74 years",2.4
"510","1014","Vennesla (-2019)","2001M06","15-74 years",2.4
"511","1014","Vennesla (-2019)","2001M07","15-74 years",2.7
"512","1014","Vennesla (-2019)","2001M08","15-74 years",2.8
"513","1014","Vennesla (-2019)","2001M09","15-74 years",4.4
"514","1014","Vennesla (-2019)","2001M10","15-74 years",3.1
"515","1014","Vennesla (-2019)","2001M11","15-74 years",4
"516","1014","Vennesla (-2019)","2001M12","15-74 years",2.9
"517","1014","Vennesla (-2019)","2002M01","15-74 years",3.5
"518","1014","Vennesla (-2019)","2002M02","15-74 years",3.1
"519","1014","Vennesla (-2019)","2002M03","15-74 years",2.9
"520","1014","Vennesla (-2019)","2002M04","15-74 years",3
"521","1014","Vennesla (-2019)","2002M05","15-74 years",3
"522","1014","Vennesla (-2019)","2002M06","15-74 years",3.1
"523","1014","Vennesla (-2019)","2002M07","15-74 years",3.2
"524","1014","Vennesla (-2019)","2002M08","15-74 years",3.6
"525","1014","Vennesla (-2019)","2002M09","15-74 years",3.3
"526","1014","Vennesla (-2019)","2002M10","15-74 years",3.8
"527","1014","Vennesla (-2019)","2002M11","15-74 years",3.5
"528","1014","Vennesla (-2019)","2002M12","15-74 years",3.4
"529","1014","Vennesla (-2019)","1999M01","15-29 years",3.9
"530","1014","Vennesla (-2019)","1999M02","15-29 years",4.2
"531","1014","Vennesla (-2019)","1999M03","15-29 years",3.1
"532","1014","Vennesla (-2019)","1999M04","15-29 years",3.5
"533","1014","Vennesla (-2019)","1999M05","15-29 years",2.3
"534","1014","Vennesla (-2019)","1999M06","15-29 years",3.2
"535","1014","Vennesla (-2019)","1999M07","15-29 years",4
"536","1014","Vennesla (-2019)","1999M08","15-29 years",4.6
"537","1014","Vennesla (-2019)","1999M09","15-29 years",3.8
"538","1014","Vennesla (-2019)","1999M10","15-29 years",4.9
"539","1014","Vennesla (-2019)","1999M11","15-29 years",3.7
"540","1014","Vennesla (-2019)","1999M12","15-29 years",3.8
"541","1014","Vennesla (-2019)","2000M01","15-29 years",4.7
"542","1014","Vennesla (-2019)","2000M02","15-29 years",4.1
"543","1014","Vennesla (-2019)","2000M03","15-29 years",4
"544","1014","Vennesla (-2019)","2000M04","15-29 years",3
"545","1014","Vennesla (-2019)","2000M05","15-29 years",2.8
"546","1014","Vennesla (-2019)","2000M06","15-29 years",3.6
"547","1014","Vennesla (-2019)","2000M07","15-29 years",4.7
"548","1014","Vennesla (-2019)","2000M08","15-29 years",4.4
"549","1014","Vennesla (-2019)","2000M09","15-29 years",4.5
"550","1014","Vennesla (-2019)","2000M10","15-29 years",3.4
"551","1014","Vennesla (-2019)","2000M11","15-29 years",3.5
"552","1014","Vennesla (-2019)","2000M12","15-29 years",4.1
"553","1014","Vennesla (-2019)","2001M01","15-29 years",5.2
"554","1014","Vennesla (-2019)","2001M02","15-29 years",5.8
"555","1014","Vennesla (-2019)","2001M03","15-29 years",5.2
"556","1014","Vennesla (-2019)","2001M04","15-29 years",4.5
"557","1014","Vennesla (-2019)","2001M05","15-29 years",3.7
"558","1014","Vennesla (-2019)","2001M06","15-29 years",3.7
"559","1014","Vennesla (-2019)","2001M07","15-29 years",4.2
"560","1014","Vennesla (-2019)","2001M08","15-29 years",4.5
"561","1014","Vennesla (-2019)","2001M09","15-29 years",4.5
"562","1014","Vennesla (-2019)","2001M10","15-29 years",4.2
"563","1014","Vennesla (-2019)","2001M11","15-29 years",5.2
"564","1014","Vennesla (-2019)","2001M12","15-29 years",4.2
"565","1014","Vennesla (-2019)","2002M01","15-29 years",5.7
"566","1014","Vennesla (-2019)","2002M02","15-29 years",4.7
"567","1014","Vennesla (-2019)","2002M03","15-29 years",4.9
"568","1014","Vennesla (-2019)","2002M04","15-29 years",5.1
"569","1014","Vennesla (-2019)","2002M05","15-29 years",4.8
"570","1014","Vennesla (-2019)","2002M06","15-29 years",5.3
"571","1014","Vennesla (-2019)","2002M07","15-29 years",4.9
"572","1014","Vennesla (-2019)","2002M08","15-29 years",6.5
"573","1014","Vennesla (-2019)","2002M09","15-29 years",6
"574","1014","Vennesla (-2019)","2002M10","15-29 years",5.4
"575","1014","Vennesla (-2019)","2002M11","15-29 years",6.2
"576","1014","Vennesla (-2019)","2002M12","15-29 years",5.7
"577","1017","Songdalen (1964-2019)","1999M01","15-74 years",2.3
"578","1017","Songdalen (1964-2019)","1999M02","15-74 years",1.9
"579","1017","Songdalen (1964-2019)","1999M03","15-74 years",1.8
"580","1017","Songdalen (1964-2019)","1999M04","15-74 years",1.6
"581","1017","Songdalen (1964-2019)","1999M05","15-74 years",1.1
"582","1017","Songdalen (1964-2019)","1999M06","15-74 years",1.5
"583","1017","Songdalen (1964-2019)","1999M07","15-74 years",1.9
"584","1017","Songdalen (1964-2019)","1999M08","15-74 years",2.4
"585","1017","Songdalen (1964-2019)","1999M09","15-74 years",2.2
"586","1017","Songdalen (1964-2019)","1999M10","15-74 years",2.1
"587","1017","Songdalen (1964-2019)","1999M11","15-74 years",2.2
"588","1017","Songdalen (1964-2019)","1999M12","15-74 years",2.2
"589","1017","Songdalen (1964-2019)","2000M01","15-74 years",2.8
"590","1017","Songdalen (1964-2019)","2000M02","15-74 years",2.4
"591","1017","Songdalen (1964-2019)","2000M03","15-74 years",2.1
"592","1017","Songdalen (1964-2019)","2000M04","15-74 years",2.1
"593","1017","Songdalen (1964-2019)","2000M05","15-74 years",2
"594","1017","Songdalen (1964-2019)","2000M06","15-74 years",2.2
"595","1017","Songdalen (1964-2019)","2000M07","15-74 years",2.8
"596","1017","Songdalen (1964-2019)","2000M08","15-74 years",3.3
"597","1017","Songdalen (1964-2019)","2000M09","15-74 years",2.6
"598","1017","Songdalen (1964-2019)","2000M10","15-74 years",2.6
"599","1017","Songdalen (1964-2019)","2000M11","15-74 years",2.5
"600","1017","Songdalen (1964-2019)","2000M12","15-74 years",2.7
"601","1017","Songdalen (1964-2019)","2001M01","15-74 years",3.2
"602","1017","Songdalen (1964-2019)","2001M02","15-74 years",2.9
"603","1017","Songdalen (1964-2019)","2001M03","15-74 years",2.5
"604","1017","Songdalen (1964-2019)","2001M04","15-74 years",2.4
"605","1017","Songdalen (1964-2019)","2001M05","15-74 years",2
"606","1017","Songdalen (1964-2019)","2001M06","15-74 years",2
"607","1017","Songdalen (1964-2019)","2001M07","15-74 years",2.1
"608","1017","Songdalen (1964-2019)","2001M08","15-74 years",2.2
"609","1017","Songdalen (1964-2019)","2001M09","15-74 years",2.2
"610","1017","Songdalen (1964-2019)","2001M10","15-74 years",1.9
"611","1017","Songdalen (1964-2019)","2001M11","15-74 years",2.3
"612","1017","Songdalen (1964-2019)","2001M12","15-74 years",2.5
"613","1017","Songdalen (1964-2019)","2002M01","15-74 years",2.6
"614","1017","Songdalen (1964-2019)","2002M02","15-74 years",2.8
"615","1017","Songdalen (1964-2019)","2002M03","15-74 years",2.4
"616","1017","Songdalen (1964-2019)","2002M04","15-74 years",2.2
"617","1017","Songdalen (1964-2019)","2002M05","15-74 years",2.5
"618","1017","Songdalen (1964-2019)","2002M06","15-74 years",2.5
"619","1017","Songdalen (1964-2019)","2002M07","15-74 years",3.1
"620","1017","Songdalen (1964-2019)","2002M08","15-74 years",3.2
"621","1017","Songdalen (1964-2019)","2002M09","15-74 years",3.4
"622","1017","Songdalen (1964-2019)","2002M10","15-74 years",3.2
"623","1017","Songdalen (1964-2019)","2002M11","15-74 years",3.2
"624","1017","Songdalen (1964-2019)","2002M12","15-74 years",3.4
"625","1017","Songdalen (1964-2019)","1999M01","15-29 years",3.6
"626","1017","Songdalen (1964-2019)","1999M02","15-29 years",2.6
"627","1017","Songdalen (1964-2019)","1999M03","15-29 years",2.8
"628","1017","Songdalen (1964-2019)","1999M04","15-29 years",2.9
"629","1017","Songdalen (1964-2019)","1999M05","15-29 years",1.7
"630","1017","Songdalen (1964-2019)","1999M06","15-29 years",2.4
"631","1017","Songdalen (1964-2019)","1999M07","15-29 years",2.6
"632","1017","Songdalen (1964-2019)","1999M08","15-29 years",4.2
"633","1017","Songdalen (1964-2019)","1999M09","15-29 years",2.9
"634","1017","Songdalen (1964-2019)","1999M10","15-29 years",2.4
"635","1017","Songdalen (1964-2019)","1999M11","15-29 years",2.9
"636","1017","Songdalen (1964-2019)","1999M12","15-29 years",3.4
"637","1017","Songdalen (1964-2019)","2000M01","15-29 years",5
"638","1017","Songdalen (1964-2019)","2000M02","15-29 years",3.8
"639","1017","Songdalen (1964-2019)","2000M03","15-29 years",4
"640","1017","Songdalen (1964-2019)","2000M04","15-29 years",3.1
"641","1017","Songdalen (1964-2019)","2000M05","15-29 years",3.9
"642","1017","Songdalen (1964-2019)","2000M06","15-29 years",3.5
"643","1017","Songdalen (1964-2019)","2000M07","15-29 years",4.9
"644","1017","Songdalen (1964-2019)","2000M08","15-29 years",5.3
"645","1017","Songdalen (1964-2019)","2000M09","15-29 years",3.3
"646","1017","Songdalen (1964-2019)","2000M10","15-29 years",3.6
"647","1017","Songdalen (1964-2019)","2000M11","15-29 years",4
"648","1017","Songdalen (1964-2019)","2000M12","15-29 years",3.9
"649","1017","Songdalen (1964-2019)","2001M01","15-29 years",4.1
"650","1017","Songdalen (1964-2019)","2001M02","15-29 years",4.1
"651","1017","Songdalen (1964-2019)","2001M03","15-29 years",3.7
"652","1017","Songdalen (1964-2019)","2001M04","15-29 years",3.1
"653","1017","Songdalen (1964-2019)","2001M05","15-29 years",2.9
"654","1017","Songdalen (1964-2019)","2001M06","15-29 years",3.1
"655","1017","Songdalen (1964-2019)","2001M07","15-29 years",2.9
"656","1017","Songdalen (1964-2019)","2001M08","15-29 years",4
"657","1017","Songdalen (1964-2019)","2001M09","15-29 years",4
"658","1017","Songdalen (1964-2019)","2001M10","15-29 years",4.4
"659","1017","Songdalen (1964-2019)","2001M11","15-29 years",4.5
"660","1017","Songdalen (1964-2019)","2001M12","15-29 years",4.5
"661","1017","Songdalen (1964-2019)","2002M01","15-29 years",5.3
"662","1017","Songdalen (1964-2019)","2002M02","15-29 years",5.7
"663","1017","Songdalen (1964-2019)","2002M03","15-29 years",4.4
"664","1017","Songdalen (1964-2019)","2002M04","15-29 years",4.3
"665","1017","Songdalen (1964-2019)","2002M05","15-29 years",5.5
"666","1017","Songdalen (1964-2019)","2002M06","15-29 years",5.4
"667","1017","Songdalen (1964-2019)","2002M07","15-29 years",6.4
"668","1017","Songdalen (1964-2019)","2002M08","15-29 years",6.4
"669","1017","Songdalen (1964-2019)","2002M09","15-29 years",6.8
"670","1017","Songdalen (1964-2019)","2002M10","15-29 years",5.5
"671","1017","Songdalen (1964-2019)","2002M11","15-29 years",5.7
"672","1017","Songdalen (1964-2019)","2002M12","15-29 years",5.8
"673","1018","Søgne (-2019)","1999M01","15-74 years",1.9
"674","1018","Søgne (-2019)","1999M02","15-74 years",1.5
"675","1018","Søgne (-2019)","1999M03","15-74 years",1.2
"676","1018","Søgne (-2019)","1999M04","15-74 years",1.3
"677","1018","Søgne (-2019)","1999M05","15-74 years",1.3
"678","1018","Søgne (-2019)","1999M06","15-74 years",1.1
"679","1018","Søgne (-2019)","1999M07","15-74 years",1.5
"680","1018","Søgne (-2019)","1999M08","15-74 years",1.8
"681","1018","Søgne (-2019)","1999M09","15-74 years",1.8
"682","1018","Søgne (-2019)","1999M10","15-74 years",2.1
"683","1018","Søgne (-2019)","1999M11","15-74 years",2.1
"684","1018","Søgne (-2019)","1999M12","15-74 years",2.1
"685","1018","Søgne (-2019)","2000M01","15-74 years",2.5
"686","1018","Søgne (-2019)","2000M02","15-74 years",2.1
"687","1018","Søgne (-2019)","2000M03","15-74 years",2.2
"688","1018","Søgne (-2019)","2000M04","15-74 years",2
"689","1018","Søgne (-2019)","2000M05","15-74 years",2
"690","1018","Søgne (-2019)","2000M06","15-74 years",2.2
"691","1018","Søgne (-2019)","2000M07","15-74 years",2.2
"692","1018","Søgne (-2019)","2000M08","15-74 years",2.5
"693","1018","Søgne (-2019)","2000M09","15-74 years",2.4
"694","1018","Søgne (-2019)","2000M10","15-74 years",2
"695","1018","Søgne (-2019)","2000M11","15-74 years",2
"696","1018","Søgne (-2019)","2000M12","15-74 years",2.1
"697","1018","Søgne (-2019)","2001M01","15-74 years",2.5
"698","1018","Søgne (-2019)","2001M02","15-74 years",2
"699","1018","Søgne (-2019)","2001M03","15-74 years",1.9
"700","1018","Søgne (-2019)","2001M04","15-74 years",1.4
"701","1018","Søgne (-2019)","2001M05","15-74 years",1.4
"702","1018","Søgne (-2019)","2001M06","15-74 years",1.7
"703","1018","Søgne (-2019)","2001M07","15-74 years",1.9
"704","1018","Søgne (-2019)","2001M08","15-74 years",2.3
"705","1018","Søgne (-2019)","2001M09","15-74 years",2.2
"706","1018","Søgne (-2019)","2001M10","15-74 years",2.1
"707","1018","Søgne (-2019)","2001M11","15-74 years",2.1
"708","1018","Søgne (-2019)","2001M12","15-74 years",2.3
"709","1018","Søgne (-2019)","2002M01","15-74 years",2.1
"710","1018","Søgne (-2019)","2002M02","15-74 years",2
"711","1018","Søgne (-2019)","2002M03","15-74 years",1.8
"712","1018","Søgne (-2019)","2002M04","15-74 years",1.8
"713","1018","Søgne (-2019)","2002M05","15-74 years",2.1
"714","1018","Søgne (-2019)","2002M06","15-74 years",2.3
"715","1018","Søgne (-2019)","2002M07","15-74 years",2.4
"716","1018","Søgne (-2019)","2002M08","15-74 years",2.8
"717","1018","Søgne (-2019)","2002M09","15-74 years",2.6
"718","1018","Søgne (-2019)","2002M10","15-74 years",2.8
"719","1018","Søgne (-2019)","2002M11","15-74 years",2.7
"720","1018","Søgne (-2019)","2002M12","15-74 years",3
"721","1018","Søgne (-2019)","1999M01","15-29 years",3.4
"722","1018","Søgne (-2019)","1999M02","15-29 years",2.5
"723","1018","Søgne (-2019)","1999M03","15-29 years",1.7
"724","1018","Søgne (-2019)","1999M04","15-29 years",2
"725","1018","Søgne (-2019)","1999M05","15-29 years",2.1
"726","1018","Søgne (-2019)","1999M06","15-29 years",1.7
"727","1018","Søgne (-2019)","1999M07","15-29 years",2.5
"728","1018","Søgne (-2019)","1999M08","15-29 years",3.4
"729","1018","Søgne (-2019)","1999M09","15-29 years",3.4
"730","1018","Søgne (-2019)","1999M10","15-29 years",3.6
"731","1018","Søgne (-2019)","1999M11","15-29 years",2.8
"732","1018","Søgne (-2019)","1999M12","15-29 years",3
"733","1018","Søgne (-2019)","2000M01","15-29 years",3.9
"734","1018","Søgne (-2019)","2000M02","15-29 years",3.4
"735","1018","Søgne (-2019)","2000M03","15-29 years",3.2
"736","1018","Søgne (-2019)","2000M04","15-29 years",2.4
"737","1018","Søgne (-2019)","2000M05","15-29 years",2.7
"738","1018","Søgne (-2019)","2000M06","15-29 years",3.1
"739","1018","Søgne (-2019)","2000M07","15-29 years",2.5
"740","1018","Søgne (-2019)","2000M08","15-29 years",3.3
"741","1018","Søgne (-2019)","2000M09","15-29 years",3.2
"742","1018","Søgne (-2019)","2000M10","15-29 years",2.7
